fold,candidate_id,factor_preset,risk_preset,portfolio_preset,w_combo_eff_accel,w_momentum_12_1,w_fund_hit_rate_20,w_vol_60d,w_max_drawdown_60d,top_n,max_per_theme,max_weight,volatility_target,weak_market_exposure,train_start,train_end,train_trading_days,train_total_return,train_annual_return,train_annual_volatility,train_sharpe_rf0,train_max_drawdown,train_calmar,test_start,test_end,test_trading_days,test_total_return,test_annual_return,test_annual_volatility,test_sharpe_rf0,test_max_drawdown,test_calmar,selection_score
2020_2023_to_2024,hit_quality__risk_balanced__balanced,hit_quality,risk_balanced,balanced,0.4,0.3,0.3,-0.2,0.2,20,3,0.12,0.18,0.6,2020-02-04,2023-12-29,953,0.28026812506596,0.0675135202813546,0.052621396362051966,1.2830051072160853,-0.04533071232997499,1.489354938654057,2024-01-02,2024-12-31,242,0.042225337887746184,0.044008040044545504,0.06181356538863733,0.7119479319443226,-0.05359760212881537,0.8210822554855624,2.1419488962377895
2020_2023_to_2024,hit_quality__risk_balanced__defensive,hit_quality,risk_balanced,defensive,0.4,0.3,0.3,-0.2,0.2,25,3,0.1,0.15,0.5,2020-02-04,2023-12-29,953,0.17510448920894084,0.043590683649362694,0.04860598065829436,0.8968172858358773,-0.056590214291802,0.7702865980431091,2024-01-02,2024-12-31,242,0.05249320069118846,0.054720656670714574,0.0570198457227302,0.959677389111225,-0.03829956416613278,1.428754030551149,1.2121954756398279
2020_2023_to_2024,hit_quality__risk_defensive__balanced,hit_quality,risk_defensive,balanced,0.4,0.3,0.3,-0.25,0.2,20,3,0.12,0.18,0.6,2020-02-04,2023-12-29,953,0.2530705979717047,0.061469422273829455,0.04813079023929685,1.2771330362168487,-0.04057371227719864,1.5150061166173758,2024-01-02,2024-12-31,242,0.054235538357157775,0.056538893704302096,0.04987329691704225,1.1336506146434875,-0.039956853906972234,1.4149986341751595,2.1640204897241158
2020_2023_to_2024,hit_quality__risk_defensive__defensive,hit_quality,risk_defensive,defensive,0.4,0.3,0.3,-0.25,0.2,25,3,0.1,0.15,0.5,2020-02-04,2023-12-29,953,0.16356581524482872,0.04087116670032964,0.04517638060966777,0.9047021064716103,-0.05735366425940791,0.7126164862888497,2024-01-02,2024-12-31,242,0.057700608699824185,0.06015527760998829,0.056197497492260856,1.0704262697511124,-0.036440653265341405,1.6507738533656253,1.1567262907451157
2020_2023_to_2024,eff_heavy__risk_light__balanced,eff_heavy,risk_light,balanced,0.55,0.3,0.15,-0.15,0.1,20,3,0.12,0.18,0.6,2020-02-04,2023-12-29,953,0.30112910186612973,0.0720857566820623,0.0569493915556441,1.265786248332939,-0.04224555338645497,1.7063513412319242,2024-01-02,2024-12-31,242,0.01924977841882236,0.020053147663505078,0.07989516682452515,0.25099325103792675,-0.06505512840493077,0.3082485294423794,2.354164567046197
2020_2023_to_2024,eff_heavy__risk_light__defensive,eff_heavy,risk_light,defensive,0.55,0.3,0.15,-0.15,0.1,25,3,0.1,0.15,0.5,2020-02-04,2023-12-29,953,0.18723137857160088,0.04642774727523169,0.05165056603260986,0.8988816743251039,-0.05635145127422303,0.823896212526992,2024-01-02,2024-12-31,242,0.04511593692854565,0.04702340656714532,0.06734330856942917,0.698263978501523,-0.054371964911713255,0.8648465554537124,1.2683751976900484
2020_2023_to_2024,eff_heavy__risk_balanced__balanced,eff_heavy,risk_balanced,balanced,0.55,0.3,0.15,-0.2,0.2,20,3,0.12,0.18,0.6,2020-02-04,2023-12-29,953,0.26261756479963694,0.06360193535723035,0.05290102191228475,1.2022817907504473,-0.041250563364426784,1.5418440421126152,2024-01-02,2024-12-31,242,0.014117471300597817,0.014705106659970824,0.08018451685887429,0.18339084945603634,-0.06857690094641966,0.21443235924965728,2.1541606234842403
2020_2023_to_2024,eff_heavy__risk_balanced__defensive,eff_heavy,risk_balanced,defensive,0.55,0.3,0.15,-0.2,0.2,25,3,0.1,0.15,0.5,2020-02-04,2023-12-29,953,0.19332200197571425,0.047844602588146046,0.04944516185357294,0.9676296081269428,-0.056380804821569486,0.8485973681922724,2024-01-02,2024-12-31,242,0.04527263972460527,0.04718688301260343,0.06787407125810335,0.6952122089916609,-0.05584773513087937,0.8449202622455646,1.328144071139032
2020_2023_to_2024,eff_heavy__risk_defensive__balanced,eff_heavy,risk_defensive,balanced,0.55,0.3,0.15,-0.25,0.2,20,3,0.12,0.18,0.6,2020-02-04,2023-12-29,953,0.2501562790576184,0.06081606837157194,0.04949883262109795,1.2286364172889652,-0.04079232058005733,1.4908705243237346,2024-01-02,2024-12-31,242,0.029095724972718173,0.030316074382048086,0.07015952347004559,0.43210205660805906,-0.057515373313595686,0.5270951510086411,2.1152006068639744
2020_2023_to_2024,eff_heavy__risk_defensive__defensive,eff_heavy,risk_defensive,defensive,0.55,0.3,0.15,-0.25,0.2,25,3,0.1,0.15,0.5,2020-02-04,2023-12-29,953,0.15414520249252384,0.03863610161761377,0.04386305036062053,0.880834809708095,-0.05716225148315368,0.6759023763960774,2024-01-02,2024-12-31,242,0.06728911861318321,0.07016504819451885,0.06090740269288066,1.1519954076570778,-0.04071159834121085,1.723465819407374,1.1070567063173549
2020_2024_to_2025,base__risk_light__balanced,base,risk_light,balanced,0.45,0.35,0.2,-0.15,0.1,20,3,0.12,0.18,0.6,2020-02-04,2024-12-31,1195,0.38364724902368397,0.07087614471363413,0.0626898030240503,1.1305849004892106,-0.05607785077231453,1.2638883933231169,2025-01-02,2025-12-31,243,0.31298856675520015,0.3262975865088533,0.14631169810895037,2.2301537794050974,-0.07422982751233254,4.395774548373325,1.836579990538382
2020_2024_to_2025,base__risk_light__defensive,base,risk_light,defensive,0.45,0.35,0.2,-0.15,0.1,25,3,0.1,0.15,0.5,2020-02-04,2024-12-31,1195,0.2745928076064952,0.052496337236221935,0.055280692855851375,0.9496324037238487,-0.05575267329942202,0.9415931852144238,2025-01-02,2025-12-31,243,0.3536403387139828,0.3689064824089865,0.12099738231753383,3.0488798628788842,-0.05925598485157457,6.22564089235931,1.414781219044748
2020_2024_to_2025,base__risk_balanced__balanced,base,risk_balanced,balanced,0.45,0.35,0.2,-0.2,0.2,20,3,0.12,0.18,0.6,2020-02-04,2024-12-31,1195,0.34023588087923984,0.06370159328430702,0.05416513301141542,1.1760627130903891,-0.052899235189255434,1.2042063189837138,2025-01-02,2025-12-31,243,0.3064202154176374,0.3194175557936376,0.13799837706524576,2.314647190688458,-0.07514346031866714,4.250769853278741,1.7976388545764341
2020_2024_to_2025,base__risk_balanced__defensive,base,risk_balanced,defensive,0.45,0.35,0.2,-0.2,0.2,25,3,0.1,0.15,0.5,2020-02-04,2024-12-31,1195,0.25293155745557616,0.048698840948245614,0.051119028219143964,0.952655843524193,-0.0563808048215696,0.8637485949759786,2025-01-02,2025-12-31,243,0.3120281658900059,0.32529153327685756,0.11578976215525671,2.80932897021319,-0.05993658140270064,5.4272620437141,1.336235534801413
2020_2024_to_2025,base__risk_defensive__balanced,base,risk_defensive,balanced,0.45,0.35,0.2,-0.25,0.2,20,3,0.12,0.18,0.6,2020-02-04,2024-12-31,1195,0.3525951618037748,0.06576265027245198,0.05147579855691389,1.2775450234102133,-0.04079232058005722,1.6121331009690683,2025-01-02,2025-12-31,243,0.3277423282337497,0.3417560775409183,0.13008469026297498,2.627181391215487,-0.07072337256314987,4.832293273850305,2.2633907775203723
2020_2024_to_2025,base__risk_defensive__defensive,base,risk_defensive,defensive,0.45,0.35,0.2,-0.25,0.2,25,3,0.1,0.15,0.5,2020-02-04,2024-12-31,1195,0.24566217758327435,0.04741281439228118,0.0471094979704381,1.0064385407382905,-0.056380804821569486,0.8409389426477742,2025-01-02,2025-12-31,243,0.30837984348082803,0.3214700377200046,0.10729036088314713,2.9962620600197853,-0.05542929428708776,5.799641540716692,1.3396742178022754
2020_2024_to_2025,mom_heavy__risk_light__balanced,mom_heavy,risk_light,balanced,0.35,0.45,0.2,-0.15,0.1,20,3,0.12,0.18,0.6,2020-02-04,2024-12-31,1195,0.4003857840217979,0.0735950928420821,0.06016077361556503,1.2233069559970102,-0.05162047443961937,1.425695785267656,2025-01-02,2025-12-31,243,0.30944778986542665,0.3225886349912297,0.15320336468473075,2.1056236960269645,-0.07509733588049794,4.295606910803914,2.0483365724673925
2020_2024_to_2025,mom_heavy__risk_light__defensive,mom_heavy,risk_light,defensive,0.35,0.45,0.2,-0.15,0.1,25,3,0.1,0.15,0.5,2020-02-04,2024-12-31,1195,0.26880585684878944,0.05148682645873781,0.052968151548255356,0.9720336646415154,-0.050536822706856,1.0187982485047073,2025-01-02,2025-12-31,243,0.29182373699442654,0.30413304538630404,0.12892952557503382,2.3589092105152134,-0.05866456438546441,5.1842717758535075,1.505290082701406
