date,S0 三因子·原风险层(现状),S1 三因子·松风险层,S2 +low_corr(0.20)·松,S3 ++resid_mom(0.20)·松,S4 +++dd_resil(0.15)·松
2020-03-27,1.0193211904110102,1.0193211904110102,1.0115593587212983,1.0125870048167764,1.01246827663943
2020-03-30,1.016974272668202,1.016974272668202,1.0090232327874482,1.0100634202625982,1.009976489314095
2020-03-31,1.0212954802349024,1.0212954802349024,1.0133242750848663,1.0142986112585322,1.013992422838743
2020-04-01,1.014195873506585,1.014625009522666,1.0065843479907246,1.00750685168655,1.0073305605509166
2020-04-02,1.0171191243872262,1.019499155845691,1.0114198678650883,1.0137279535869708,1.0129776680935956
2020-04-03,1.01812640231513,1.0210169399195743,1.0129256238616997,1.0153155149859803,1.014732837619257
2020-04-07,1.0282539928608065,1.0379441791506951,1.0297187187537296,1.03366701335118,1.0326039446973927
2020-04-08,1.0278040710577583,1.0371312813589468,1.0289122629833607,1.0331643655936253,1.0320221303354205
2020-04-09,1.0298579368472258,1.040585455356295,1.0323390634745127,1.0375810997889765,1.0359948308999931
2020-04-10,1.028939367454803,1.0389824599586939,1.030748771433628,1.0338833539057581,1.0328457465572773
2020-04-13,1.0288727863820446,1.038814400056038,1.0305820433656714,1.0333822505918193,1.0324902384981762
2020-04-14,1.0348351279909989,1.0487916611340569,1.0404802370260815,1.0447814617287117,1.0432843053915313
2020-04-15,1.0329522073466868,1.0456111360163898,1.0373249168124183,1.0418209797676745,1.0402416881859493
2020-04-16,1.035179071610593,1.049311703972026,1.0409961586484262,1.0467175227891956,1.0446149538612917
2020-04-17,1.0341024135570602,1.0474362242601734,1.0391355416665786,1.044245767329968,1.0421003893775855
2020-04-20,1.0352105268033847,1.0493068931925835,1.0409913859932647,1.0469687660121614,1.0444813982346604
2020-04-21,1.03324463584898,1.0459292460800003,1.0376405059295435,1.0438560359026179,1.0414272687051
2020-04-22,1.0377554162695524,1.05353950764638,1.0451904579856603,1.0516685518298465,1.0492321254230217
2020-04-23,1.039254352768168,1.0560189626791046,1.0476502639278198,1.0534710139782912,1.0512560538707048
2020-04-24,1.0387518535742388,1.0551110549047737,1.0467495511063505,1.0518475833432757,1.0498824380467575
2020-04-27,1.0412184033781333,1.0592867136639008,1.0508921187643911,1.0561829122457147,1.05405663970266
2020-04-28,1.0419727229257048,1.0605086585828516,1.0521043800609082,1.057538409887051,1.0552219154762954
2020-04-29,1.042657526036498,1.0616703006816033,1.053256816422713,1.0574891379694265,1.0554463598805883
2020-04-30,1.0428520836678628,1.0618860875854177,1.0534708932667118,1.0588007646012416,1.0563988570620835
2020-05-06,1.0424634663675538,1.0624223717118761,1.0540030771409894,1.0614854605028088,1.0583774915024804
2020-05-07,1.043474476973293,1.0634527390295128,1.0550224063591176,1.0625837681073675,1.0589031973052307
2020-05-08,1.04840601489444,1.0684786957017676,1.0600063776868522,1.067597088477132,1.0638784347514998
2020-05-11,1.0449438760977645,1.0649502711284091,1.0565092588693878,1.0642081528922707,1.0608814302788487
2020-05-12,1.0472525776561847,1.0673031748649962,1.0588413624098258,1.0666361410099578,1.062982594678332
2020-05-13,1.050063867509597,1.0701682894037714,1.061687071275074,1.0697433385486723,1.0663305400510237
2020-05-14,1.0477785851290566,1.0678392532263932,1.0593748099634475,1.0674810687645515,1.0640328080794919
2020-05-15,1.0489146346069538,1.0689970533984177,1.0605255146731754,1.0684837051714124,1.0648027299708158
2020-05-18,1.0572958552479026,1.0775387400843066,1.0689953347502912,1.0767408841879473,1.071609562773274
2020-05-19,1.0590146946117855,1.079290488181467,1.0707369477939117,1.0787152531264967,1.0736299353724639
2020-05-20,1.058220898933324,1.0784814945672307,1.069931190491946,1.0777097320587607,1.0723759385216824
2020-05-21,1.056569764968777,1.076798748150476,1.068260038179783,1.07621096629773,1.0709336041970774
2020-05-22,1.0478636797624692,1.0679259770734797,1.05946228911502,1.0673807112323261,1.0615994004654004
2020-05-25,1.0521462726561281,1.0722905640791152,1.063787631197508,1.071679668342363,1.0651533175060053
2020-05-26,1.0590158900571238,1.079291706514687,1.0707329525052893,1.078676927077551,1.0718974058891402
2020-05-27,1.053703474629361,1.0738775800916776,1.0653601840168445,1.0731341676660962,1.0662441847533732
2020-05-28,1.0534793439658656,1.0736491582440384,1.0651347944039364,1.0729811751409646,1.0663130405608627
2020-05-29,1.0583597656616652,1.0786230200246079,1.0700687758043965,1.0780562569259176,1.071053767981894
2020-06-01,1.0664191111971477,1.086954972635112,1.0784883585745202,1.0867082227728324,1.080139268615438
2020-06-02,1.0650725693853118,1.0846675193832769,1.0746295942511366,1.08249868875937,1.075955180471786
2020-06-03,1.0654262976839843,1.0852679128952394,1.07400887271834,1.0818424172307737,1.0753028759855805
